"If debt collectors can't hack it in the real world, then they need to find another business industry to be for their ""careers..","policy"
"That's business.","value"
"Debt collectors--small, medium, and large--know the cost of doing business.","value"
"And if they don't know, then they need to find a new ""career..","policy"
"I don't think that the partial SSN should be included.","policy"
"That raises too many privacy concerns.","value"
"And I'm sure that one day a debt collection company will have a ""system malfunction"" and will ""accidentally"" send the full SSN.","value"
"Too many consumers have similar names in the same city.","fact"
"Lastly, many different companies classify a partial SSN as the first 5 digits whereas other stick to the traditional last 4 digits.","fact"
"If a mail thief is lurking, then he might have access to a consumers full SSN.","fact"
"If I had been shown at the time I apparently agreed to the credit card agreement that there truly were no ifs ands or buts in regards to monthly payments forgiveness on an ""unsecured"" debt, I would have come up with a different business model that did not require credit card debt.","value"
"Ask the Colorado flood victims, or the Hurricane Sandy Victims, or the person who was the victim of a hit and run how the credit card companies treated them.","value"
"These are the same credit card companies that lobbied the comptroller of the currency in 2002 to keep their monopoly on credit card debt suspension insurance and the outrageous overpriced premiums they were charging their customers.","value"
"One of the best ways consumers had to be responsible regarding their credit card debts was having AFFORDABLE credit card debt suspension insurance.","policy"
"This option was stolen from consumers in 2002 when the comptroller of the currency allowed credit card companies to over charge by 1000% to 2000% on monthly credit card debt suspension insurance premiums.","policy"
"I created a time line document that shows how the financial elite stole fairness from the people in regards to credit card products.","fact"
"My appearance in front of the CFPB in May of 2013 and the research I shared with them.","value"
"__URL_.","fact"
"I dont understand why bill collectors are so stuck in ancient times.","value"
"I get so many calls and its annoying.","value"
"I would much rather get a text or email.","value"
"The phone ringing can be annoying and a text is more subtle.","fact"
"It also doesnt require me to hear a long dragging voicemail.","fact"
"I would rather get a text saying who they are and what they want.","value"
"If I dont respond soon then call me.","policy"
"All agencies should accept debit and credit payments.","policy"
"Its like they are stuck in 1950.","value"
"Texts will not work for consumers.","value"
"Consumers must pay for texts  and this is already against the law will rightly so.","fact"
"Text me please...","policy"
"it is annoying to have to ignore your call every other day.","value"
"For goodness sake it is 2013!!! Send me a text and wait for my reply.","fact"
"I cant take calls at work and ignore calls from numbers I dont know.","policy"
"If you have my cell number because the bank had it please use it.","value"
"Send me a text and tell me who you are why youre calling.","policy"
"If not I wont answer.","policy"
"I dont mind the calls to work.","value"
"My problem is the frequency.","value"
"But I dont think they should call my job unless I dont call them back.","policy"
"Tect me and call me first and give me a few days.","policy"
"Then call my job but not every day.","policy"
"Actually a dialer does not call back.","fact"
"Your dialer has been purposely setup that way by YOUR IT dept.","fact"
"I bet you would lose in the knowledge of dialers.","value"
"That is insane.","value"
"They should only disclose through texts.","policy"
"Texts arent something that will be heard by others.","fact"
"That long message saying they are collectors and trying to colleft a debt is ridiculous!.","value"
"It is against the law to call cell phones.","fact"
"And to send out texts.","fact"
"And no matter how much the debt collection lobbyists try to change the law, it won't work.","value"
"I need a number to show.","value"
"Stop blocking yhr number and stop using 800 numbers.","policy"
"To me 800 numbers belong to sales or solicitors.","fact"
"I want to know I have a debt in collections.","value"
"So dont hide.","policy"
"Look, its 2013! Ignoring phone calls is annoying  and constantly seeing missed calls is aggrivating.","fact"
"Why are bill collectors stuck in ancient times? Text me!!  Email me!! Those phone calls are not going to be answered  because I work and have kids.","value"
"Communicati g with them would be so much easier if I could text and email these people.","value"
"Seriously this is not 1950 we live in!.","value"
"People get fired for personal calls at work.","fact"
"Work is not the place for personal business.","value"
"I dont mind the spouse.","value"
"I mean shes my wife  so I dont see why not.","fact"
"But I dont agree with girlfriends or boyfriends for those who dont have a spouse.","value"
"Spouse is okay.","value"
"All i meant was that I know a lot of automated dialers.","fact"
"given the nature of my work.","fact"
"A debt that is paid in full doesn't improve a credit score at all.","fact"
"A debt that is settled for less or paid in full is the exact same.","fact"
"Once the damage is done to a credit score, the damage will remain.","fact"
"The only slight (very small) improvement on a credit score is when a bad debt was a credit card account and had over 100% utilization.","fact"
"Once the utilization goes down below 100% (and that occurs when the credit card debt was either settled for less or paid in full) does the credit score improve only very slightly.","fact"
"But the damage is still done and will take years to recover from.","value"
"As they will be Do not call flagged ""DNC"" with one account, they will not be DNC'ed with another account for the purposes of skip tracing, the chance of repeat calls in urban centers harassing certain members of the public is plausible  as the only numbers that are held consistently in the database afaik ""By Law"" are verified and confirmed numbers.","fact"
"Potential for abuse.","value"
"Here comes your neighbor knocking telling you he's getting calls looking for you.","value"
"The same with family members makes holiday gatherings fun since it's clear it's a debt collector doing some location acquisition.","value"
"see robocalling, picking up just lets them know this is the prime time to make future calls since you're home at this time.","value"
"Account keeps changing hands, repeat.","value"
"""It takes time for us to update our do not call lists....","fact"
"You may want to see an attorney specializing in FDCPA cases and take that collector to court.","value"
"Federal law might be in your favor with all the validation requests ignored.","value"
"Many recommendations are dispute credit report in writing since online is more rushed by the people hired to handle this.No requirement to do it online.","value"
"There needs to be some federal protections for the consumer and a clear appeals process.","policy"
"The state run by private company programs seem to see the alleged debtor as already guilty.","fact"
"For example, some consumer groups have suggested that entities may not be including a ""clear and conspicuous statement"" that the consumer may dispute the validity of the alleged bad check violation.","fact"
"What kind of financial incentives are there for these companies to meet certain benchmarks that may not be in the consumer's best interest? It kind of sounds like those arbitration programs for credit card debt where everything was stacked in the favor of the creditor.","value"
"In my experience, simply contacting a person to collect a debt, time-barred or otherwise, implies litigation is possible and/or impending.","value"
"It shoud be clearly stated in any communication if the debt is time-barred  and these types of debts should not be discussed by a phone call initiated by the collector.","policy"
"I'm in agreement with that statement.","value"
"Having worked for a Sheriff's Office where we served many debt collection processes, I found that not much effort is made to locate the proper address for the defendant.","value"
"However, the same cannot be said about private process servers who go out and post processes on the door without confirming they live there.","value"
"Repeated phone calls are torture.","value"
"There is NO need for this when there is a mail system.","value"
"One completed phone call should be enough.","policy"
"I do not know if the system is talking to each other or they just have that ""auto dialer"" on and just calls all day and every day.","value"
"It is abusive and on hte verge of harrassment.","value"
"I believe that is too late to call and there should be reasonable time to call and based upon the time zone you LIVE IN not based on the area code of your mobile phone number.","value"
"Because I was sued in state civil court is why my validation requests were ignored by the plaintiffs as well as the seating judge.","fact"
"What I should have done (in state court) was sent a 'discovery' request AFTER the case had been filed rather then a validation request.","value"
"They knew the laws well and whereas I was a lay person and not versed in law , I was like a sitting duck just waiting for the slaughter.","value"
"If I did take them to court I would receive hundreds but it would cost me thousands....","value"
"What really touched my heart was sitting in that court room and seeing others that also thought that the law would be fair if they represented themselves.","value"
"I agree that there documentation should always be provided.","value"
"Why would I pay a debt without absolute proof that it belongs to me.","value"
"Of course this assumes that they care.","value"
"I like the Summary of Rights idea.","value"
"I think that a validation letter and even an initial communication letter should included of Summary of Rights for State Laws and Fed Laws.","policy"
"This would help two fold: both the debtors/consumers and the debt collecting companies.","value"
"The debtor/consumers would know their rights  and the collectors would then also know the particular rights for the states that they are collecting in.","value"
"This shouldn't be burdensome at all  since the CRA already include Summary of Rights as do employers who check credit.","value"
"There should never be a fee for payment.","policy"
"In fact, in about 1/3 of the states have state laws that prohibit any fees/surcharges for payment by credit/debit cards (unless it is a government agency).","fact"
"if a debt collector accepts credit/debit cards for payment, there should not be any fees for payment processing.","policy"
"Nor should there be any fees for payment processing for any other payment method for that matter.","policy"
"debt collection companies should also be able to accept prepaid debit cards for payment as a means of privacy and security for the debtors, rather than access to a bank account.","policy"
"When two parties engage in a lawsuit, each side presents the evidence they have supporting their assertions.","fact"
"Yes, the assumption is innocent until proven guilty but you have to provide evidence to support your claim of innocence.","fact"
"If I offer a signed document that says you agreed to the purchase and documentation that supports that you did not pay, I have fulfilled my side of the burden of proof.","fact"
"The debtor also bears a burden of proof in our system.","fact"
"That's what the judge is for - to hear both sides, weigh the evidence, and make a fair decision based on the evidence and arguments presented.","fact"
"Being in a court of law and talking to a debt collector on the phone that requires proof that the debt in question is not a valid debt, are two different things.","fact"
"If your intent is to sue, then sue.","policy"
"But requiring proof from anyone you call up and demand that they prove to you (and not a judge) that the debt is not theirs is extortion.","value"
"If there already isn't a law or rule at the fed level for when what happens to time barred debts when a debtor leaves the purview of one states SOL and now resides in another states SOL, there needs to be.","policy"
"It should be clear that if a debtor changes states, which SOL should come into play.","policy"
"I think there should be a fed law that should clearly state that any partial payment might revive the SOL for suit.","policy"
"How consumers get a phone call/letter telling them they have a debt and they just blindly pay it or make partial payments in order to just stop getting the phone calls? Lots.","fact"
"And the debt might not even be theirs,  but they pay it anyways thinking that they might have a old debt that they forgot to take care of.","fact"
"The problem with that is, that the debt then is revived, the debt collector sues, and the judge tells the debtor ""well, if this wasn't your debt then why did you agree to make partial payments?"" Then the judge will make favor in the debt collector for a revived debt that the debtor was not even responsible for in the first place.","fact"
"This scenario happens every day of the week.","fact"
"And the consumer had thought they were doing the right thing, but the debt collector is actually taking advantage.","value"
"Actually there should always be more communication about specific things, rather than less.","policy"
"More communication from the Original Creditors that an account will be turned over to a collector and when.","policy"
"And when a debt collector then turns it over or sells to someone else there should be more communication about who.","policy"
"Just like when mortgages are sold to other servicers, the borrowers get letters informing them of who now owns their mortgage and who now to send payment to.","fact"
"This should be standard practice for debt collectors.","policy"
"Explaining to the debtor that they have turned the account to someone else and that all payment and communication should now be directed to the new guy (even if no payments were sent to the first debt collector.","policy"
"Because there are debtors who can't make payment now but can later, and if they start sending payment to an old debt collector via an old letter they got in the mail, then debtors attempts to actually resolve the debt go by the wayside.","value"
"More communication about who/what/where/how is necessary.","value"
"I think this should also be prohibited.","policy"
"Who gets personal mail sent to them at work.","value"
"The name of the agency is the CONSUMER Financial Protection Bureau not the Collector Financial Protection Bureau.","fact"
"The industry have their lobbyists  and consumers have the CFPB.","fact"
"The goal is to protect consumers from illegal practices by certain industries  and that sometimes means more regulations.","fact"
"An unfortunate situation but we don't know the whereabouts of the individual and shouldn't be subjected to this sort of harassment.","policy"
"The Court cannot give legal advice so it is saddening to have to try and explain and console upset litigants who have no idea what they are in for.","value"
"I think there should be more avenues for pro se litigants who cannot afford to retain a private attorney  (which is 95 % of the litigants in my city).","fact"
"I can say that most people do not answer summonses because they either were not properly served or they just straight up do not care, or most often, do not understand the legalese.","value"
"BUT, I do have to say that I get many litigants who call and ask what they do now that they are served.","policy"
"On the occasions that people do file answers, most of them are in letter form, not a ""legal"" verified answer.","fact"
"Most debt collection attorneys jump right on that and request a summary judgment.","fact"
"When summonses are filed with the court, half of them have tons of information about the debt, others only have the amount due! I find that sometimes it's hard for litigants to obtain further proving documents from attorneys, even with the court telling them they have to.","fact"
"The bottom line is that the debtors still do not have enough and/or sufficient laws to protect them, and the Court's hands are tied based on these laws, even if they wanted to help, they couldn't.","fact"
"I know the Court is to remain impartial, but in a small city, everybody knows everybody and sometimes it's hard to see these practices occurring.","value"
"To the first question, due diligence is a must.","value"
"Even if collectors are allowed to continue litigation (which I do not see going away,) there must be a penalty for the collector if false claim is made.","policy"
"If a collector starts litigation and it is found to be against the wrong person, compensation and additional penalty should be paid by the entity initiating the litigation in the form of a reasonable fee to the victim and an additional (and substantial) fee to the governing authority to help cover oversight expenses.","policy"
"To the second question, I believe an overwhelmingly large portion of consumer debt can be repaid.","fact"
"However, there are always going to be exceptions to this.","fact"
"In cases where debt can not be collected for whatever reason, it should be written off as truly not collectable and no not be allow to be sold again as debt to be collected.","policy"
"Fine tuning and definitions of ""Not Collectable"" will have to be worked out by the appropriate oversight bureau or agency.","policy"
"To the third question, both party's must be measured.","policy"
"There are currently established credit reporting agencies to monitor the consumer side of this issue and an additional, numerical evaluation score can be added to the consumer's already established credit report.","fact"
"That would be a starting point that can be expanded on as the system is fine tuned.","value"
"The collector, on the other hand, would require a new measuring system that would not only score the company as a whole, but the individuals taking part in any debt resolution activities.","value"
"For successful examples of such a system I would direct you to the Department of Transportation, Federal Motor Carrier Safety Administration and their Compliance-Safety-Accountability system.","value"
"Admittedly, their system is much more complex and dives much deeper than would be required for the debt industry.","value"
"However, their point system is valid and flexible for future change.","value"
"It would also allow for measurement of the initial creditor.","value"
"Such measurement would give the government and investors a better idea of a given business' risk level.","value"
"Add to this mix, the recommendations from Mr.","value"
"Bartmann and you have a system whereby collectors and financial institutions will better regulate themselves to achieve an ethical and responsible outcome and not hide behind the ""what I did was legal"" defense.","value"
"It would be a Win-Win for both sides and bring many consumers out of the debt death spiral.","value"
"Lastly, the federal government could implement this system with a minimal impact on state autonomy.","value"
"My mortgage is $1,300 per month not including utilizes so I told debt company that I couldn't pay.","value"
"I always thought something was better than nothing and that a debt company would try to work with you.","value"
"I have also had robocalls early in the morning that woke me up.","value"
"If you can't show your name in the ID line, then something is not right with your company, or you have something to hide.","value"
"Remember, YOU are calling ME,  so in that sense, phone calls are an invasion of my privacy.","fact"
"I don't have any obligation to answer any calls that I don't want to.","value"
"There should be a regulation that requires debt collection agencies to identify themselves when making phone calls.","value"
"I absolutely hate robocalls, especially those that repeat constantly and relentlessly.","value"
"There are some people who shirk their responsibilities, but there are also those who simply do not have money to pay out a debt.","fact"
"People lose their jobs, get laid off, get sick and can't work, retire and try to make it from one month to the next on miniscule retirement benefits.","fact"
"There should be a regulation against robocalls, period.","fact"
"They should not be allowed.","policy"
"They are not necessary and only serve to harass people.","policy"
"It's a bullying tactic, in my opinion.","value"
"I agree with Bonzarel.","value"
"The obvious solution is to ban debt collection calls to cell phones, period.","value"
"Not everybody has the same options on their mobile plans,  and some have strict time/call/texting limits and/or restrictions.","fact"
"Is it possible to just allow consumers to opt out of certain kinds of communication entirely? They could set transparent, limited rate increases which debt collectors could charge for each mode of communication that is eliminated.","value"
"A rule setting that kind of rate increase would add some necessary transparency to the question of whether these kinds of communications are even worthwhile for the agency.","policy"
"I would like to see the time frame for validation change.","value"
"I, as a consumer, have 30 days from the date of the letter to dispute the debt, however, the collection agency can take as long as they want, even years, to get back to the consumer.","fact"
"This practice is not only bad  but some charge interest on the debt, even though they don't call it that (fee's""), all the time they are 'looking into it"".","fact"
"If I have 30 day's they should have the same time frame to get back to me, period.","value"
"Collection Agency's' should be REQUIRED by law to show their phone number when calling a debtor.","policy"
"Most if not all come up ""unknown"".","fact"
"If they are a legitimate company then they should have no problem showing their number.","value"
"If I call them, and my number is blocked, I can't get thru until I unblock my number.","fact"
"If they truly are legitimate, they should want to do things fair and above board.","value"
"Agreed.","value"
"And it should be their real phone number.","policy"
"So that when you miss their phone call and try to call them back, it should go to the real company.","policy"
"And not say something like ""the call can not be completed as dialed."" I mean, what is the point in that.","policy"
"Some debtors can't get to their phone before it goes to the answering machine  and if the collectors don't leave a message, the debtor will try to call back.","value"
"But then the call can't be completed when you try to call back.","fact"
"So, really what was the point of the call.","value"
"Many debtors would just assume it was a scam call.","value"
"Increasing Right Party Contacts should be the goal.","value"
"And that goal can only be reached if the real phone number is showing up on calller id.","value"
"There's no need to be rude about it.","value"
"There are some debt collection practices that should obviously be illegal.","value"
"Other things that people are discussing here are obviously matters of convenience.","value"
"To the extent that preferences are widely shared and outright prohibition wouldn't increase lending costs across the board beyond a marginal amount, outright prohibition makes sense.","value"
"But if someone wants the ability to stop someone from conducting any and all robocalls from all phones, and robocalls help creditors recoup their loans, then the creditor should be able to charge a regulated fee for that convenience.","policy"
"I'm not saying that the debt collection agency itself would charge the fee Just that a consent-based approach is another option.","fact"
"Any collector who uses a robocall, without first having a live person call to verify that the phone number is correct, is lazy and irresponsible.","value"
"Aside from being a major nuisance, robocalls to a third party are always an improper disclosure  because prerecorded calls are required to include the name of the company at the start of the message (per the TCPA).","value"
"I've received dozens and dozens of calls like this,  and now I know which of my neighbors are alleged to owe money.","fact"
"I wouldn't have a problem with live callers using autodialers, except that the technology used by some collection agencies is so far behind the times.","value"
"Telemarketers are able to stay within the required 3% abandonment rate, yet my experience is that the drop rate on live calls from collectors ranges from 50% to 100%.","fact"
"Yes, I had one company hang up immediately every single time one of their agents called me.","value"
" I'm not sure how this is profitable.","value"
"Extending the FTC's 3% rule to debt collection calls would address this issue.","fact"
"If I am paying for the minutes on my phone, which I do, then I should be able to chose who's call I do and do not want to answer.","policy"
"When it comes up 'unknown"", how do I know it's a Collection Agency, a telemarketer trying to sell me vacation homes, cruse lines trying to sell me a cruse, someone wanting to offer me a better mortgage rate, ect...","value"
"Every call I answer deducts time from my minutes  and that is NOT fair to me.","fact"
"I now block ALL ""unknown, withheld & private"" calls.","value"
"A collector's toll-free number is the ideal number to display on Caller ID, since it allows the call to be returned from anywhere without incurring long-distance charges.","value"
"It also lets the recipient know right away that it is not a personal call and is probably not from a local company.","fact"
"I'd much rather see an 800 number than a spoofed local number for a company that is really 1000 miles away (or in India).","fact"
"This spoofing is clearly a false and deceptive practice that is barred by the FDCPA,  but still it occasionally happens.","value"
"I don't like #2 because if they were to start telling consumers to a to a certain website, that opens the door for spammers/hackers to increase virus infections by simply doing the same thing.","value"
"Just calling every phone number in the phone book and telling the consumer navigate to a certain website and then infect their computer.","value"
"They could at least start with address and area code of debtor""s phone number.","policy"
"And I would say that the reach would be at least as far as the local commuting area.","value"
"So for a city like Boston, there's Boston, Chelsea, and the other surrounding areas.","fact"
"Now, if a debtor from NY traveled to Boston for the marathon, for example, that would be much harder for a collector to have a reasonable expectation of a debtor""s whereabouts.","value"
"But once a debtor has identified his/herself within the reach of the commuting area of the place of emergency, then perhaps the exemption period should kick in.","policy"
"In a place like Newtown, or Colorado, if a collector has a reasonable belief that a debtor may have been an employee of the school or movie theater (if they can't identify the debtor being in the local commuting area by address/phone number), then they should also stop collection for the exemption period.","policy"
"So, place of employment, address, phone number, and debtors self-identifying their whereabouts, could be ways that debt collectors could/should have reason to believe the location of a debtor.","value"
"It would be a good idea to create a national database of collectors and assign them an ID number just like the IRS.","value"
"Require them to state their name and ID number just like IRS employees do.","policy"
"This would allow debtors to easily identify an abusive collector or just call a debt collection agency and ask to speak to a specific employee.","value"
"If they call and leave a voicemail they are required to state their ID number somewhere in the recording.","fact"
"It would be good for both debtors and collectors.","value"
"This is a collectors favorite.","value"
"They call over and over to harass debtors  and they should be limited to one call per day with a required voicemail stating their purpose.","fact"
"Creditors should only be allowed to call between the hours of 9am until 7pm local time unless they have written consent (maybe even a web form) that gives them a minimum 3 hour window in which to call.","policy"
"Additionally, they are limited to 3 phone calls a day maximum.","policy"
"I think limitation is good as not to harass.","value"
"I think it has been generally defined as 3-4 days per day,  though I think that is still excessive,  and any collector who follows that is clearly trying to harass.","fact"
"Who else would someone call 3-4 times in a day? But, with the example of 1 call per day, I would think that there would also need to be another limitation such as 1 call per day or no more than 4 calls in a week.","value"
"Otherwise, a collector could call 1 time a day, 7 times a week, 30 times in a month, etc.","value"
"And personally, in my personal phone calls and in my business phone calls, it can take me more than a day or two to return a message.","value"
"Customarily, in personal phone calls and business phone calls, if a message is left, the caller will leave a message and wait a couple of days before calling back if the person has yet to return the phone call.","policy"
"This is the way normal phone etiquette works--both in personal phone calls and in business calls.","value"
"Creditors should only be allowed to call between the hours of 9am until 7pm local time unless they have written consent (maybe even a web form) that gives them a minimum 3 hour window in which to call.","policy"
"Additionally, they are limited to 3 phone calls a day maximum.","policy"
"If they leave a message they should be required to leave the name of the company, the name of the representative, the number to call, and a reference number.","policy"
"In regards to debt sales, the entity selling the debt should give 90 days notice of the intent to sell giving the consumer notification of the intent to sell and maybe even offer a settlement amount.","policy"
"The entity purchasing the debt must honor any and all terms of the debt they are purchasing (i.e.","policy"
"The courts should also mandate that if a debtor has reached out to the creditor in an attempt to negotiate the creditor must continue to try to reach a settlement rather than seeking judgment against the debtor.","policy"
"Also, the collection agency should not be able to add interest on top of debt that seek judgment for if the debtor agrees to pay  since they will make a profit over what they paid the original creditor.","policy"
"Basically these so called ""attorneys"" (just another form of ambulance chaser in my book) are just forcing bankruptcies upon people who would be willing to work a deal  and then they and the courts and the government are whining about what the bankruptcies do to the economy and the bottom line.","value"
"Last time I checked even in a court of law you can't play both sides.","value"
"A lot of excellent points made by MLegz13.","value"
"It is this type of scenario that requires debts be frozen where they were at the time of default and in exchange the debtor agrees to pay off the debt, even if the initial monthly payments are just for a couple of dollars.","value"
"What this does is free the debtor's phone lines so they can completely focus on moving forward rather than engage in pointless rat a tat with repetitive debt collection callers.","value"
"If you click on the link PLEASE read the comments left by some of the 500 plus people who have signed the petition.","policy"
"Even a debt collector signed the petition, their comment speaks volumes of truth, as did all the others as well.","fact"
"How about allowing arbitrators to not be bound entirely by the law, but also by common sense when it comes credit card defaults? Common sense tells us that if a Colorado flood washes away a community, those in the community are possibly not going to be able to pay their credit card bills for a few months.","value"
"Common sense tells us that a medical emergency, being the victim of a hit and run accident, destruction of a home, or becoming an unpaid CareGiver for a family member should take precedence over the monthly payment requirement.","value"
" This is not about debt forgiveness,  its about declaring a debt neutral, no more penalties, fees or interest rate charges are applied to the debt, and the debtor agrees to pay off the debt in a reasonable manner, even if it takes 10 years to do so.","policy"
"__URL_.","value"
"With a fully communicative voicemail identifying the purpose of the call I think one call is quite diligent.","value"
"If they choose to call and leave no message then they might as well have done nothing.","value"
"At least this way their message is being delivered.","fact"
"The national database and licensing would be a good idea if it were used effectively to weed out the bad collectors and put them (and their corporate officers) out of business permanently.","value"
"Not those who get caught up in technical violations over mini-Mirandas, but the ones who knowingly commit serious violations of the FDCPA, FCRA, and TCPA.","value"
"As Tfleeman noted in his very insightful comment above, the ""private policing"" we have now has not been effective in stopping the worst abuses.","value"
"As for the main topic of this page, I think it's far better for a collector to leave a voicemail (with clear identification of the caller and callee) than to call the same number 50 times without leaving a message.","policy"
"The rules should encourage this rather than frustrate it.","value"
"I would have to point out that there is many complaints in regards to how abusive or harassing debt collectors are according to consumers.","fact"
"That's what they are complaining about.","value"
"When we tell them that they owe a debt, they consider it harassment and abuse.","value"
"They just don't want to hear their problems.","value"
"Yes, grant it, there are some debt collectors that are harassing and abusive, but the other 98% are just pointing out the truth.","value"
"When consumers realize that it is them and not us, debt collectors would receive a better reputation.","value"
"But until then, we are the enemy in the consumer's eyes.","value"
"The majority of the time, when a debt has been paid off, it has been paid to the client, not the collection agency.","fact"
"Most of that time when that debt has been paid to the client, the client neglects to report it to the agency.","fact"
"So the collectors continue to call on a paid debt that they have no knowledge of.","fact"
"It's really not the collectors fault, it is generally the client's.","value"
"If a debt is to be turned over to a collection agency, the owner of the debt should be required to send a fully itemized statement to the debtor.","policy"
"The statement should have a large-type header, something like, ""[NAME OF CREDITOR] IS TURNING THIS DEBT OVER TO [NAME], A DEBT COLLECTION AGENCY."" This would give the debtor another chance to pay in the simplest way, before getting tangled up in idiot phone calls, and it would help the debtor identify the debt.","policy"
"The debt owner already has the itemized bill; it would be just a matter of copying it again and sending it.","value"
"there should be a requirement that the original creditor make a true, good-faith effort to contact the debtor.","value"
"I've dealt with those who do this, and those who don't.","value"
"Some will send you a bill, and then when they get no answer, call you and check the address, which is often wrong.","value"
"Some, it seems, hardly wait for the ink to dry on their first bill before they turn it over to collection.","policy"
"The debt collectors seem only to know (a) what hospital and (b) how much.","value"
"When you've been doing the hokey-pokey from emergency room to nursing home and back again over a period of months, that information is not much help.","value"
"What's really needed is an itemized bill that's a lot clearer than the ""statement of benefits"" we get now.","policy"
"Wow, I didn't even know we had those rights except for the one about the workplace, they're all news to me.","value"
"So I've no experience, but my guess would be that the debt collectors would rather not receive this information.","value"
"I think probably the benefits of giving debt collectors and buyers access to these documents would NOT worth the costs unless the documents have to be included with the validation notice.","value"
"If the debt collectors were anxious to be sure they had the right debtor, sure, great.","value"
"But I don't think they are.","value"
"The actual guy on the phone is only anxious to get the money; he doesn't really care where it comes from or whether the debt is legal.","value"
"Giving him the information, without giving it to the debtor, probably wouldn't be much good.","value"
"And maybe I'm being unfair.","value"
"Maybe these companies are strict about making sure the debt is collected from the right person.","value"
"Naaah....","value"
"The main problem with privacy is that we use the SS# for everything, so everything can be connected.","value"
"That's been a bad idea since they started using it as a taxpayer i.d.","value"
"It probably prevents a little fraud, but it's not worth it.","value"
"We have, in effect, made it illegal to be untraceable--not a good thing for victims of domestic abuse, among others.","value"
"I generally prefer e-mail to telephone communication, but you can't be sure the e-mail has reached the person.","value"
"I would suggest a notice that says, ""If you don't acknowledge receipt of this e-mail, we'll start phoning you..","value"
"Payment processor Visa has general information and the corresponding state statutes about the 10 states that prohibit companies from charging credit/debit card fees located on their website.","fact"
"Texas, which most people would think would be business friendly, is actually really consumer friendly when it comes to these fees, for example.","value"
"Texas has had a long-standing state law against credit card fees, and just recently this year created a new state law to cover against debit card fees and other stored value cards (like prepaid debit cards).","fact"
"Yes, I am also concerned with whether or not collectors should identify themselves in a message, or if they should be more general in identifying who they are in a voice message as to not invade the privacy of the debtor for whomever else may share the same answering machine or otherwise may over hear the message.","value"
"So far, I have purposely remained neutral on this matter because I have yet to form an opinion.","value"
"I can see both sides of the arguments.","value"
"I think I lean more to wanting the collectors to be more discrete and general about who is calling, but I still am not sure.","value"
"The big concern that is more concrete is definitely the phone number caller id, in that it should be the true number of the business and (if a message is left) should also be the call back number.","value"
"I have found, on numerous occasions, that the debt collection process allowing firms purchasing debt - for pennies on the dollar - often use intimidating tactics that can easily be considered extortion.","value"
"Every time a deb t collector purchases an old, out-of-date debt, they re-file the debt with the credit bureau(s).","fact"
"This continues the credit report damage for years - sometimes decades.","fact"
"As a mortgage banker, those persons often find it impossible to secure a mortgage and realize the American dream of home ownership.","value"
"I think I do kind of like this idea.","value"
"This designated database/website could also list Summary of Rights for state laws and Fed laws.","value"
"Then this same website might also be able to be used as a way to report abusive behaviors (or link to the appropriate websites to do so), and other relevant information for consumers regarding consumer debt, credit, and credit reports, and other various useful information that is currently available but is spread across many agency websites.","value"
"The website could be paid for and maintained by the debt collectors (sort of like how annualcreditreport.com is paid for and maintained by the credit reporting agencies).","value"
"It could be a way to help bring legitimacy to the debt collection industry by having a way to identify them to separate the legit companies from the bad ones while allowing collectors to operate effectively.","value"
"Please include calls to family and friends of debtor.","policy"
"I am not sure how they get my phone no.","value"
"Mslade, you have some valid points about the confusing Foti rulings, but I think you are wrong about the TCPA.","value"
"This law has always applied to debt collectors, politicians, and even charities with respect to cellular phones.","value"
"And it's not just one judge who has ruled in this way.","fact"
"The FCC and the courts have repeatedly affirmed it.","fact"
"Tiffany, I think part of the problem is that the 2% of collectors who harass and abuse are responsible for a disproportionate share of the contacts that consumers have with your industry.","value"
"Everyone (whether they owe a debt or not) has had an encounter with one of these bad apples, and then they want to take out their anger on you.","value"
"And when you make an honest mistake and get sued for a technical violation, you pay the same penalty as a company that has deliberately harassed someone with 100 phone calls.","value"
"All? It's just not so.","fact"
"Maybe retailers do; I have no experience with them.","fact"
"One medical facility called my daughter-in-law's cell phone about a bill for my mother! They had her number as, I think, the fourth emergency number.","value"
"I see what you mean, but that tiny percentage suffers incredible annoyance and harassment.","value"
"Should they pay what they don't owe, merely to get out from under? All we've ever asked for is an itemized bill from the original creditor, but the collectors act as if that's too much.","value"
"And they say--and probably believe--that we've received other bills,  but we haven't.","policy"
"Yep, that's right.","value"
"Isn't the point supposed to be to collect the debt.","value"
"The state in which I practice does not allow jurisdiction based solely on where the contract was signed.","fact"
"The states typically define what is the proper court thereafter, whether its based on amount, location, etc.","fact"
"I am sorry to hear about this situation.","value"
"This kind of abusive behavior is upsetting to hear as a consumer.","value"
"They don't need to ""speak"" with anyone.","value"
"You/your daughter are perfectly within your legal rights to ask the phone calls to stop and to communicate by other means.","fact"
"And the collectors who are refusing to honor this request is in violation.","fact"
"Moreover, they should not be contacting you nor they should be contacting you/your daughter 10 times a day.","policy"
"This is clearly excessive and abusive.","policy"
"I would like to also mention, that although they do have a point about the federal loans can usually be placed into deferment, debt collectors are not fiduciaries and are not acting with nor are capable of providing financial advice that is in the best interest of the consumer/debtor.","value"
"The collectors will say anything and do anything just to get paid.","value"
"They should not be allowed to offer advice on what bills to pay and how to pay them.","fact"
"This sort of ""advice"" can be detrimental to consumers/debtors.","value"
